BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;
25,91;60,78;94,99;24,96;94,74;25,40;25,92;73,60;25,75;25,50;94,86;67,19;76,00;286,00;28,00;29,00;1270
25,94;61,43;94,98;24,98;94,73;25,40;25,92;73,60;25,75;25,52;94,86;67,51;77,00;283,00;27,00;28,00;729
25,96;62,60;94,99;25,02;94,73;25,40;25,92;73,60;25,75;25,53;94,86;68,10;76,00;284,00;28,00;28,00;1271
25,94;62,87;94,99;25,02;94,73;25,40;25,92;73,60;25,75;25,53;94,86;68,23;76,00;284,00;27,00;28,00;729
25,94;62,95;94,99;25,01;94,73;25,40;25,93;74,10;25,75;25,52;94,86;68,53;76,00;283,00;28,00;28,00;1271
25,94;62,88;94,99;25,00;94,73;25,40;25,93;74,10;25,75;25,52;94,86;68,49;75,00;283,00;28,00;28,00;729
25,94;62,66;94,99;25,01;94,73;25,40;25,95;74,80;25,75;25,53;94,86;68,73;76,00;285,00;28,00;28,00;1271
25,94;62,38;94,99;25,01;94,72;25,40;25,95;74,80;25,75;25,53;94,85;68,59;75,00;284,00;28,00;28,00;729
25,94;62,17;94,98;25,02;94,73;25,40;25,96;75,10;25,75;25,53;94,86;68,64;74,00;287,00;29,00;29,00;1272
25,94;62,04;94,99;25,01;94,73;25,40;25,96;75,10;25,75;25,53;94,86;68,57;74,00;287,00;29,00;29,00;727
25,94;61,87;94,98;25,02;94,74;25,40;25,96;75,30;25,75;25,53;94,86;68,59;71,00;295,00;31,00;30,00;1272
25,94;61,71;94,99;25,02;94,73;25,40;25,96;75,30;25,75;25,53;94,86;68,50;68,00;302,00;33,00;32,00;728
25,93;61,53;94,99;25,01;94,73;25,40;25,96;75,10;25,75;25,52;94,86;68,31;68,00;300,00;33,00;32,00;1272
25,93;61,35;94,99;24,99;94,73;25,40;25,96;75,10;25,75;25,52;94,86;68,22;69,00;302,00;33,00;31,00;727
25,94;61,39;94,98;25,01;94,73;25,40;25,95;74,90;25,75;25,52;94,86;68,15;69,00;300,00;32,00;31,00;1271
25,95;62,35;94,98;25,03;94,73;25,40;25,95;74,90;25,75;25,53;94,86;68,63;70,00;297,00;32,00;31,00;730
25,94;62,20;94,98;25,02;94,73;25,40;25,95;74,80;25,75;25,53;94,86;68,50;70,00;299,00;32,00;31,00;1270
25,94;61,89;94,99;24,99;94,73;25,40;25,95;74,80;25,75;25,52;94,86;68,35;70,00;299,00;32,00;31,00;729
25,94;61,63;94,98;25,01;94,73;25,40;25,96;75,10;25,75;25,52;94,86;68,36;70,00;298,00;32,00;31,00;1271
25,94;61,37;94,99;25,00;94,74;25,40;25,96;75,10;25,75;25,52;94,86;68,24;70,00;299,00;32,00;31,00;728
25,94;61,30;94,99;25,01;94,74;25,40;25,95;74,90;25,75;25,53;94,86;68,10;69,00;303,00;33,00;32,00;1271
25,92;61,37;94,99;25,02;94,74;25,40;25,95;74,90;25,75;25,52;94,86;68,13;71,00;292,00;30,00;30,00;729
25,91;61,55;94,98;25,02;94,73;25,40;25,94;74,60;25,75;25,52;94,86;68,07;70,00;299,00;32,00;31,00;1271
25,91;61,72;94,98;25,02;94,73;25,40;25,94;74,60;25,75;25,52;94,86;68,16;70,00;302,00;32,00;31,00;729
25,91;61,72;94,98;25,01;94,73;25,40;25,94;74,40;25,75;25,52;94,86;68,06;70,00;301,00;32,00;31,00;1272
25,90;61,60;94,98;25,00;94,73;25,40;25,94;74,40;25,75;25,51;94,86;68,00;70,00;300,00;32,00;31,00;728
25,90;61,51;94,99;25,01;94,74;25,40;25,94;74,50;25,75;25,51;94,86;68,01;70,00;303,00;32,00;31,00;1272
25,90;61,24;94,99;24,99;94,74;25,40;25,94;74,50;25,75;25,51;94,86;67,87;70,00;304,00;32,00;31,00;728
25,90;60,97;94,98;24,99;94,73;25,40;25,94;74,40;25,75;25,51;94,86;67,69;69,00;304,00;33,00;32,00;1272
