BME280_Temperature;BME280_Humidity;BME280_Airpressure;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135;
24,41;49,75;96,79;23,75;23,86;77,28;56,37;93,00;60,00;28,00;30,00;23,80;23,88;63,00;23,49;57,78;327,20
24,43;50,57;96,79;23,75;23,87;77,28;56,78;93,00;60,00;27,00;30,00;23,80;23,88;63,00;23,49;57,78;72,80
24,43;51,06;96,79;23,75;23,87;77,29;57,43;93,00;59,00;26,00;30,00;23,80;23,90;63,80;23,51;57,79;127,20
24,44;51,82;96,79;23,75;23,87;77,29;57,81;93,00;60,00;24,00;30,00;23,80;23,90;63,80;23,50;57,78;72,80
24,44;51,93;96,79;23,75;23,88;77,29;57,86;93,00;60,00;23,00;29,00;23,80;23,90;63,80;23,51;57,79;100,10
24,44;51,83;96,79;23,75;23,87;77,28;57,96;93,00;60,00;21,00;27,00;23,80;23,91;64,10;23,49;57,78;127,00
24,45;51,82;96,79;23,75;23,88;77,29;57,96;89,00;60,00;20,00;25,00;23,80;23,91;64,10;23,50;57,78;72,90
24,45;51,66;96,79;23,75;23,88;77,29;58,08;92,00;60,00;19,00;22,00;23,80;23,92;64,50;23,50;57,78;127,10
24,45;51,38;96,79;23,75;23,88;77,29;57,94;90,00;59,00;18,00;21,00;23,80;23,92;64,50;23,50;57,78;72,90
24,45;51,21;96,79;23,75;23,87;77,28;58,06;87,00;60,00;16,00;18,00;23,80;23,93;64,90;23,49;57,78;127,20
24,45;50,98;96,79;23,75;23,88;77,29;57,94;80,00;60,00;15,00;17,00;23,80;23,93;64,90;23,50;57,78;72,80
24,46;50,83;96,79;23,75;23,88;77,29;57,96;82,00;60,00;13,00;14,00;23,80;23,94;65,10;23,50;57,78;127,20
24,46;50,22;96,79;23,75;23,88;77,28;57,66;82,00;60,00;12,00;13,00;23,80;23,94;65,10;23,49;57,78;72,80
24,45;49,49;96,78;23,75;23,87;77,28;57,29;79,00;60,00;11,00;11,00;23,80;23,94;65,10;23,49;57,78;100,00
24,46;48,96;96,79;23,75;23,87;77,28;57,08;76,00;60,00;10,00;9,00;23,80;23,94;65,20;23,48;57,77;127,10
24,45;48,85;96,78;23,75;23,87;77,27;57,03;76,00;60,00;9,00;8,00;23,80;23,94;65,20;23,47;57,76;72,90
24,46;48,83;96,79;23,75;23,88;77,29;56,76;75,00;60,00;8,00;6,00;23,80;23,92;64,70;23,50;57,78;127,20
24,46;48,66;96,79;23,75;23,88;77,29;56,68;80,00;59,00;7,00;6,00;23,80;23,92;64,70;23,49;57,78;72,80
24,45;48,64;96,79;23,75;23,87;77,28;56,52;74,00;61,00;6,00;5,00;23,80;23,92;64,40;23,49;57,78;127,20
24,45;48,59;96,79;23,75;23,88;77,29;56,50;76,00;60,00;6,00;5,00;23,80;23,92;64,40;23,51;57,79;72,80
24,45;48,86;96,78;23,75;23,87;77,28;56,63;82,00;60,00;5,00;4,00;23,80;23,92;64,40;23,49;57,78;100,10
24,45;49,10;96,78;23,75;23,87;77,28;56,65;77,00;60,00;4,00;4,00;23,80;23,91;64,20;23,49;57,78;127,00
24,45;48,98;96,79;23,75;23,88;77,29;56,59;75,00;60,00;4,00;4,00;23,80;23,91;64,20;23,50;57,78;72,90
24,45;48,88;96,79;23,75;23,87;77,28;56,44;78,00;59,00;3,00;3,00;23,80;23,91;64,00;23,48;57,77;127,10
24,44;48,73;96,79;23,75;23,87;77,28;56,36;75,00;60,00;3,00;3,00;23,80;23,91;64,00;23,48;57,77;72,90
24,44;48,59;96,79;23,75;23,87;77,28;56,20;67,00;60,00;3,00;3,00;23,80;23,90;63,80;23,49;57,78;127,20
24,44;48,46;96,78;23,75;23,87;77,28;56,13;69,00;60,00;3,00;3,00;23,80;23,90;63,80;23,48;57,77;72,80
24,44;48,38;96,78;23,75;23,87;77,28;55,94;71,00;60,00;3,00;3,00;23,80;23,89;63,50;23,48;57,77;127,20
24,44;48,31;96,79;23,75;23,87;77,28;55,91;72,00;59,00;2,00;3,00;23,80;23,89;63,50;23,47;57,76;72,80
24,44;48,26;96,79;23,75;23,87;77,28;55,88;73,00;60,00;2,00;3,00;23,80;23,89;63,50;23,48;57,77;100,00
24,44;48,20;96,79;24,00;23,93;77,27;55,70;69,00;60,00;2,00;2,00;23,80;23,89;63,20;23,47;57,76;127,10
24,44;48,12;96,78;24,00;23,93;77,28;55,66;62,00;59,00;2,00;2,00;23,80;23,89;63,20;23,48;57,77;72,90
24,44;48,09;96,78;24,00;23,93;77,27;55,54;62,00;60,00;2,00;2,00;23,80;23,88;63,00;23,47;57,76;127,20
24,44;48,04;96,78;24,00;23,93;77,27;55,52;60,00;60,00;2,00;2,00;23,80;23,88;63,00;23,47;57,76;72,80
24,44;48,01;96,78;24,00;23,93;77,27;55,41;34,00;60,00;2,00;2,00;23,80;23,88;62,80;23,46;57,76;127,20
24,44;47,97;96,79;24,00;23,93;77,27;55,38;68,00;60,00;2,00;2,00;23,80;23,88;62,80;23,47;57,76;72,80
24,44;48,05;96,79;24,00;23,93;77,28;55,42;72,00;60,00;2,00;2,00;23,80;23,88;62,80;23,48;57,77;100,10
24,44;48,22;96,79;24,00;23,93;77,28;55,41;75,00;60,00;2,00;2,00;23,80;23,87;62,60;23,47;57,76;127,00
24,44;48,39;96,79;24,00;23,93;77,28;55,50;80,00;60,00;2,00;2,00;23,80;23,87;62,60;23,48;57,77;72,90
24,44;48,50;96,79;24,00;23,92;77,27;55,55;76,00;60,00;2,00;2,00;23,80;23,87;62,60;23,46;57,76;127,10
24,44;48,64;96,78;24,00;23,93;77,28;55,62;81,00;60,00;2,00;2,00;23,80;23,87;62,60;23,48;57,77;72,90
24,44;48,74;96,79;24,00;23,93;77,27;55,67;83,00;59,00;2,00;2,00;23,80;23,87;62,60;23,46;57,76;127,20
24,44;48,83;96,79;24,00;23,93;77,27;55,71;85,00;60,00;2,00;2,00;23,80;23,87;62,60;23,47;57,76;72,80
24,44;48,87;96,78;24,00;23,92;77,27;55,84;72,00;60,00;2,00;2,00;23,80;23,88;62,80;23,46;57,76;127,20
24,43;48,88;96,78;24,00;23,93;77,27;55,84;78,00;59,00;1,00;2,00;23,80;23,88;62,80;23,47;57,76;72,80
24,44;48,89;96,79;24,00;23,92;77,27;55,85;77,00;60,00;1,00;2,00;23,80;23,88;62,80;23,45;57,75;100,00
24,43;48,88;96,79;24,00;23,92;77,27;55,84;81,00;61,00;1,00;2,00;23,80;23,88;62,80;23,46;57,76;127,10
24,44;48,87;96,79;24,00;23,93;77,28;55,84;80,00;60,00;1,00;2,00;23,80;23,88;62,80;23,47;57,76;72,90
24,43;48,84;96,79;24,00;23,92;77,28;55,87;80,00;60,00;1,00;2,00;23,80;23,88;62,90;23,46;57,76;127,20
